run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.9410989010989012,0.9389265509050322,0.9389972949247416,28
seed_3408,3408,0.9394505494505494,0.9365007723314648,0.937283705646055,31
seed_3409,3409,0.9243956043956044,0.9245615046834802,0.9217088499086574,9
