oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.9349816849816849,0.007515676612716469,0.933329609306659,0.006278579692587199,0.9326632834931514,0.007777480672721025,22.666666666666668
