run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.8735323383084577,0.8735323383084576,0.8706580732700135,36
seed_3408,3408,0.8698175787728026,0.8698175787728026,0.8668588873812754,28
seed_3409,3409,0.8513764510779436,0.8513764510779434,0.8479986431478969,15
