oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.8649087893864014,0.009688240111009128,0.864908789386401,0.009688240111009197,0.8618385345997286,0.009908427386259322,26.333333333333332
