run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.8860033167495854,0.8860033167495853,0.8834124830393487,71
seed_3408,3408,0.872603648424544,0.8726036484245437,0.869708276797829,37
seed_3409,3409,0.8575456053067994,0.8575456053067992,0.8543080054274085,28
