oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.8720508568269763,0.011624385834757767,0.8720508568269761,0.011624385834757767,0.869142921754862,0.011888576421911323,45.333333333333336
