oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.9416483516483517,0.006644490750694942,0.9391276139620768,0.006734865029920024,0.9395622144438511,0.0068808766612063295,16.0
