run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.886301824212272,0.886301824212272,0.8837177747625509,23
seed_3408,3408,0.8834825870646766,0.8834825870646766,0.8808344640434193,34
seed_3409,3409,0.8670978441127695,0.8670978441127695,0.8640773405698778,13
