oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.8789607517965727,0.00846693405979692,0.8789607517965727,0.00846693405979692,0.8762098597919493,0.008659364379337755,23.333333333333332
