run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.8768490878938641,0.8768490878938641,0.8740502035278155,24
seed_3408,3408,0.8643449419568823,0.8643449419568825,0.8612618724559024,15
seed_3409,3409,0.8755223880597015,0.8755223880597015,0.8726933514246947,17
