oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.8722388059701492,0.005608021035829287,0.8722388059701492,0.005608021035829182,0.8693351424694709,0.005735476059370838,18.666666666666668
