oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.9179487179487179,0.008599715386240126,0.9158188165520147,0.007603419158963426,0.9150247886688893,0.008896573012005545,22.666666666666668
