run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.9231868131868132,0.9211231868027627,0.920445641481978,34
seed_3408,3408,0.9058241758241758,0.9050662785613284,0.9024815456200476,5
seed_3409,3409,0.9248351648351648,0.9212669842919529,0.9221471789046422,29
