oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.898058608058608,0.004981415635898963,0.8968704068938482,0.004426347514374393,0.8944292458809716,0.005152981339683087,41.333333333333336
