run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.8982417582417582,0.89694307663397,0.8946193542174581,52
seed_3408,3408,0.8918681318681319,0.8914132909169112,0.888025252091367,29
seed_3409,3409,0.904065934065934,0.9022548531306636,0.9006431313340895,43
