oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.9413186813186813,0.0036124719665755834,0.9388449864651774,0.0036112973290025044,0.9392210097292047,0.003741590783475351,17.666666666666668
