run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.9364835164835165,0.934246371046905,0.9342137436717406,20
seed_3408,3408,0.9423076923076923,0.939220299690483,0.9402431849087869,14
seed_3409,3409,0.9451648351648352,0.9430682886581444,0.9432061006070865,19
