oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.879281370923162,0.011233367265966576,0.879281370923162,0.011233367265966627,0.8765377657168701,0.011488671067465829,20.333333333333332
