run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.8945936981757877,0.8945936981757878,0.8921981004070556,35
seed_3408,3408,0.875290215588723,0.875290215588723,0.8724559023066485,8
seed_3409,3409,0.8679601990049751,0.8679601990049751,0.8649592944369063,18
