epoch,train_loss,train_oa,val_loss,val_oa,val_aa,val_kappa,lr
1,2.3450801255967884,0.4122222222222222,1.3856571759832532,0.6066666666666667,0.6066666666666666,0.5977272727272728,9.99314767377287e-05
2,0.8105293780565261,0.7677777777777778,0.8206431148083586,0.76,0.76,0.7545454545454545,9.972609476841367e-05
3,0.47454500781165226,0.8688888888888889,0.7721140470943952,0.7644444444444445,0.7644444444444446,0.7590909090909091,9.93844170297569e-05
4,0.2929947452743848,0.9133333333333333,0.5521905980187288,0.8377777777777777,0.8377777777777777,0.834090909090909,9.89073800366903e-05
5,0.2207796942608224,0.9355555555555556,0.6272316684684994,0.8177777777777778,0.8177777777777777,0.8136363636363637,9.829629131445343e-05
6,0.17777974681721792,0.9566666666666667,0.6070098031410261,0.8444444444444444,0.8444444444444446,0.8409090909090909,9.75528258147577e-05
7,0.0983252956200805,0.9722222222222222,0.638778435299173,0.8688888888888889,0.8688888888888889,0.865909090909091,9.66790213248601e-05
8,0.07295372032456927,0.98,0.5246020080154076,0.8688888888888889,0.8688888888888887,0.865909090909091,9.567727288213006e-05
9,0.09226247353065345,0.97,0.5669740163455635,0.8866666666666667,0.8866666666666666,0.8840909090909091,9.455032620941841e-05
10,0.08170267386465437,0.9733333333333334,0.5645454015813588,0.8822222222222222,0.8822222222222221,0.8795454545454545,9.330127018922197e-05
11,0.05254516509258085,0.9855555555555555,0.604673190662237,0.8777777777777778,0.8777777777777777,0.875,9.193352839727123e-05
12,0.07240718725861775,0.9777777777777777,0.6359555011946022,0.8733333333333333,0.8733333333333333,0.8704545454545454,9.04508497187474e-05
13,0.0405182657421877,0.9911111111111112,0.5749058399845748,0.8911111111111111,0.8911111111111112,0.8886363636363636,8.885729807284857e-05
14,0.028717256211158303,0.9922222222222222,0.6424691725359911,0.8733333333333333,0.8733333333333333,0.8704545454545454,8.715724127386973e-05
15,0.030213400317976872,0.9922222222222222,0.5389797212264966,0.8844444444444445,0.8844444444444444,0.8818181818181818,8.53553390593274e-05
16,0.027344645901272693,0.9933333333333333,0.5503824012519448,0.8822222222222222,0.882222222222222,0.8795454545454545,8.345653031794293e-05
17,0.03594106525751865,0.9888888888888889,0.7053742086036915,0.86,0.8599999999999999,0.8568181818181818,8.146601955249189e-05
18,0.0338965942689942,0.9933333333333333,0.562362939324087,0.9022222222222223,0.9022222222222223,0.9,7.938926261462367e-05
19,0.022818100248566932,0.9922222222222222,0.6390362772194509,0.8733333333333333,0.8733333333333333,0.8704545454545454,7.723195175075138e-05
20,0.032856436766063174,0.9955555555555555,0.5713431218191226,0.8911111111111111,0.891111111111111,0.8886363636363636,7.500000000000002e-05
21,0.02590009538560278,0.9944444444444445,0.678420278291461,0.8755555555555555,0.8755555555555555,0.8727272727272727,7.269952498697736e-05
22,0.02999984611446659,0.9933333333333333,0.6622328408937616,0.88,0.8799999999999999,0.8772727272727273,7.033683215379003e-05
23,0.008730842185517153,0.9988888888888889,0.6416062215173856,0.8844444444444445,0.8844444444444444,0.8818181818181818,6.791839747726505e-05
24,0.020776777497182288,0.9955555555555555,0.5994332976523876,0.8933333333333333,0.8933333333333332,0.8909090909090909,6.54508497187474e-05
25,0.003643560329866078,0.9988888888888889,0.5575076148310664,0.8977777777777778,0.8977777777777778,0.8954545454545455,6.294095225512606e-05
26,0.010725425130998095,0.9988888888888889,0.6335142037643349,0.8911111111111111,0.8911111111111112,0.8886363636363636,6.0395584540887984e-05
27,0.011337265932104653,0.9955555555555555,0.6559619799954817,0.8777777777777778,0.8777777777777778,0.875,5.782172325201157e-05
28,0.03562603354557521,0.9922222222222222,0.6008292444624985,0.9044444444444445,0.9044444444444444,0.9022727272727273,5.52264231633827e-05
29,0.022556855077337887,0.9966666666666667,0.6499164077374684,0.9022222222222223,0.9022222222222221,0.9,5.261679781214721e-05
30,0.00958528879409035,0.9977777777777778,0.6825979393832855,0.8888888888888888,0.8888888888888887,0.8863636363636364,5.0000000000000036e-05
31,0.003214037399739027,1.0,0.7171679440683587,0.8955555555555555,0.8955555555555554,0.8931818181818182,4.738320218785284e-05
32,0.00175715412841075,1.0,0.6739200885039234,0.8911111111111111,0.891111111111111,0.8886363636363636,4.477357683661736e-05
33,0.011916617952390678,0.9977777777777778,0.734439852675566,0.8777777777777778,0.8777777777777778,0.875,4.217827674798848e-05
34,0.002110093857886063,1.0,0.6917075202270593,0.8911111111111111,0.891111111111111,0.8886363636363636,3.9604415459112055e-05
35,0.015133791110581822,0.9977777777777778,0.6956669918524169,0.8866666666666667,0.8866666666666666,0.8840909090909091,3.705904774487399e-05
36,0.0018117167862753073,1.0,0.6553522564203728,0.9,0.8999999999999998,0.8977272727272727,3.4549150281252656e-05
37,0.0022462692173818746,1.0,0.6668094812093043,0.9,0.8999999999999998,0.8977272727272727,3.2081602522735006e-05
38,0.004088687672176295,0.9988888888888889,0.7356289973037763,0.8822222222222222,0.8822222222222221,0.8795454545454545,2.9663167846210008e-05
39,0.00207168515616407,1.0,0.7118849424185004,0.8911111111111111,0.8911111111111112,0.8886363636363636,2.7300475013022676e-05
40,0.0016566558963515693,1.0,0.7144905753500592,0.8955555555555555,0.8955555555555554,0.8931818181818182,2.5000000000000025e-05
