oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,best_epoch_mean
0.7781647318960752,0.036918411051045666,0.778164731896075,0.03691841105104564,0.7731230212573497,0.037757465847660335,27.333333333333332
