run,seed,oa,aa,kappa,best_epoch
seed_3407,3407,0.8067661691542288,0.8067661691542286,0.8023744911804613,37
seed_3408,3408,0.8016915422885572,0.8016915422885571,0.7971845318860245,38
seed_3409,3409,0.7260364842454394,0.7260364842454393,0.7198100407055631,7
